cod_ibge,COD_idf,indice,pesos
3203007,d2_c2_i4,"0,0574686431",4385
3203007,d2_c2,"0,227309008",4385
3203007,d2,"0,5689566705",4385
3203007,d3_c1_i1,"0,9438996579",4385
3203007,d3_c1_i2,"0,3103762828",4385
3203007,d3_c1,"0,6271379704",4385
3203007,d3_c2_i1,"0,1151653364",4385
3203007,d3_c2_i2,"0,8930444698",4385
3203007,d3_c2,"0,5041049031",4385
3203007,d3_c3_i1,"0,05359179019",4385
3203007,d3_c3_i2,"0,003876852908",4385
3203007,d3_c3,"0,02873432155",4385
3203007,d3,"0,386659065",4385
3203007,d4_c1_i1,"0,9958950969",4385
3203007,d4_c1_i2,"0,7949828962",4385
3203007,d4_c1_i3,"0,9411630559",4385
3203007,d4_c1,"0,9106803497",4385
3203007,d4_c2_i1,"0,911972634",4385
3203007,d4_c2_i2,"0,6221208666",4385
3203007,d4_c2_i3,"0,548004561",4385
3203007,d4_c2,"0,6940326872",4385
3203007,d4_c3_i1,"0,911972634",4385
3203007,d4_c3_i2,"0,6221208666",4385
3203007,d4_c3,"0,7670467503",4385
3203007,d4_c4_i1,"0,7863169897",4385
3203007,d4_c4,"0,7863169897",4385
3203007,d4,"0,7895191942",4385
3203007,d5_c1_i3,"0,9995438997",4385
3203007,d5_c1,"0,9998479666",4385
3203007,d5_c2_i1,"0,9350057013",4385
3203007,d5_c2_i2,"0,9927023945",4385
3203007,d5_c2_i3,"0,9724059293",4385
3203007,d5_c2,"0,966704675",4385
3203007,d5_c3_i1,"0,8668187001",4385
3203007,d5_c3_i2,"0,9557582668",4385
3203007,d5_c3,"0,9112884835",4385
3203007,d5,"0,959280375",4385
3203007,d6_c2_i1,"0,8994298746",4385
3203007,d6_c2,"0,8994298746",4385
3203007,d6_c3_i1,"0,9993158495",4385
3203007,d6_c3,"0,9993158495",4385
3203007,d6_c4_i1,"0,6314709236",4385
3203007,d6_c4_i2,"0,9990877993",4385
3203007,d6_c4,"0,8152793615",4385
3203007,d6_c5_i1,"0,9972633979",4385
3203007,d6_c5,"0,8501710376",4385
3203007,d6_c6_i1,"0,5646522235",4385
3203007,d6_c6_i2,"0,7787913341",4385
3203007,d6_c6,"0,6717217788",4385
3203007,d6_c7_i1,"0,9990877993",4385
3203007,d6_c7_i2,"0,9993158495",4385
3203007,d6_c7,"0,9992018244",4385
3203007,d6_c8_i1,"0,6027366021",4385
3203007,d6_c8_i2,"0,6212086659",4385
3203007,d6_c8,"0,611972634",4385
3203007,d6,"0,855886545",4385
3203007,idf,"0,7270210419",4385
3202504,d1_c1_i1,"0,7895973154",2980
3202504,d1_c1_i2,"0,5963087248",2980
3202504,d1_c1_i3,"0,538590604",2980
3202504,d1_c1,"0,6414988814",2980
3202504,d1_c2_i1,"0,8983221477",2980
3202504,d1_c2_i2,"0,8117449664",2980
3202504,d1_c2_i3,"0,9946308725",2980
3202504,d1_c2,"0,9015659955",2980
3202504,d1_c3_i1,"0,3701342282",2980
3202504,d1_c3_i2,"0,5459731544",2980
3202504,d1_c3,"0,4580536913",2980
3202504,d1_c4_i2,"0,9986577181",2980
3202504,d1_c4_i3,"0,9728187919",2980
3202504,d1_c4,"0,99049217",2980
3202504,d1_c5_i1,"0,9825503356",2980
3202504,d1_c5_i2,"0,9983221477",2980
3202504,d1_c5,"0,9904362416",2980
3202504,d1_c6_i1,"0,1755033557",2980
3202504,d1_c6_i2,"0,6124161074",2980
3202504,d1_c6,"0,3939597315",2980
3202504,d1_c7_i1,"0,9922818792",2980
3202504,d1_c7,"0,9922818792",2980
3202504,d1,"0,7668983701",2980
3202504,d2_c1_i1,"0,8953020134",2980
3202504,d2_c1_i2,"0,8966442953",2980
3202504,d2_c1_i3,"0,9523489933",2980
3202504,d2_c1_i4,"0,9597315436",2980
3202504,d2_c1_i5,"0,9489932886",2980
3202504,d2_c1,"0,9306040268",2980
3202504,d2_c2_i1,"0,6204697987",2980
3202504,d2_c2_i2,"0,4372483221",2980
3202504,d2_c2_i3,"0,1026845638",2980
3202504,d2_c2_i4,"0,1026845638",2980
3202504,d2_c2,"0,3157718121",2980
3202504,d2,"0,6231879195",2980
3202504,d3_c1_i1,"0,8734899329",2980
3202504,d3_c1_i2,"0,2053691275",2980
3202504,d3_c1,"0,5394295302",2980
3202504,d3_c2_i1,"0,2506711409",2980
3202504,d3_c2_i2,"0,9822147651",2980
3202504,d3_c2,"0,616442953",2980
3202504,d3_c3_i1,"0,1248322148",2980
3202504,d3_c3_i2,"0,03355704698",2980
3202504,d3_c3,"0,07919463087",2980
3202504,d3,"0,411689038",2980
3202504,d4_c1_i1,"0,9825503356",2980
3202504,d4_c1_i2,"0,5130872483",2980
3202504,d4_c1_i3,"0,7989932886",2980
3202504,d4_c1,"0,7648769575",2980
3202504,d4_c2_i1,"0,9315436242",2980
3202504,d4_c2_i2,"0,5909395973",2980
3202504,d4_c2_i3,"0,7419463087",2980
3202504,d4_c2,"0,7548098434",2980
3202504,d4_c3_i1,"0,9315436242",2980
3202504,d4_c3_i2,"0,5909395973",2980
3202504,d4_c3,"0,7612416107",2980
3202504,d4_c4_i1,"0,5067114094",2980
3202504,d4_c4,"0,5067114094",2980
3202504,d4,"0,6969099553",2980
3202504,d5_c1_i3,"0,9996644295",2980
3202504,d5_c1,"0,9998881432",2980
3202504,d5_c2_i1,"0,9661073826",2980
3202504,d5_c2_i2,"0,9946308725",2980
3202504,d5_c2_i3,"0,9936241611",2980
3202504,d5_c2,"0,984787472",2980
3202504,d5_c3_i1,"0,9167785235",2980
3202504,d5_c3_i2,"0,9469798658",2980
3202504,d5_c3,"0,9318791946",2980
3202504,d5,"0,9721849366",2980
3202504,d6_c2_i1,"0,8694630872",2980
3202504,d6_c2,"0,8694630872",2980
3202504,d6_c3_i1,"0,9946308725",2980
3202504,d6_c3,"0,9946308725",2980
3202504,d6_c4_i1,"0,9255033557",2980
3202504,d6_c4_i2,"0,9989932886",2980
3202504,d6_c4,"0,9622483221",2980
3202504,d6_c5_i1,"0,9969798658",2980
3202504,d6_c5,"0,9644295302",2980
3202504,d6_c6_i1,"0,9134228188",2980
3202504,d6_c6_i2,"0,9708053691",2980
3202504,d6_c6,"0,942114094",2980
3202504,d6_c7_i1,"0,9983221477",2980
3202504,d6_c7_i2,"0,9993288591",2980
3202504,d6_c7,"0,9988255034",2980
3202504,d6_c8_i1,"0,8959731544",2980
3202504,d6_c8_i2,"0,9184563758",2980
3202504,d6_c8,"0,9072147651",2980
3202504,d6,"0,9548657718",2980
3202504,idf,"0,7376226652",2980
3202405,d1_c1_i1,"0,7637901211",15609
3202405,d1_c1_i2,"0,5803062336",15609
3202405,d1_c1_i3,"0,5280287014",15609
3202405,d1_c1,"0,6240416854",15609
3202405,d1_c2_i1,"0,802549811",15609
3202405,d1_c2_i2,"0,8110064706",15609
3202405,d1_c2_i3,"0,9977577039",15609
3202405,d1_c2,"0,8704379952",15609
3202405,d1_c3_i1,"0,2968800051",15609
3202405,d1_c3_i2,"0,5091293485",15609
3202405,d1_c3,"0,4030046768",15609
3202405,d1_c4_i2,"0,9994874752",15609
3202405,d1_c4_i3,"0,9853930425",15609
3202405,d1_c4,"0,9949601726",15609
3202405,d1_c5_i1,"0,9795630726",15609
3202405,d1_c5_i2,"0,9976936383",15609
3202405,d1_c5,"0,9886283554",15609
3202405,d1_c6_i1,"0,3134089307",15609
3202405,d1_c6_i2,"0,8291370363",15609
3202405,d1_c6,"0,5712729835",15609
3202405,d1_c7_i1,"0,9994874752",15609
3202405,d1_c7,"0,9994874752",15609
3202405,d1,"0,7788333349",15609
3202405,d2_c1_i1,"0,8864757512",15609
3202405,d2_c1_i2,"0,9075533346",15609
3202405,d2_c1_i3,"0,9509898136",15609
3202405,d2_c1_i4,"0,9617528349",15609
3202405,d2_c1_i5,"0,9462489589",15609
3202405,d2_c1,"0,9306041386",15609
3202405,d2_c2_i1,"0,6130437568",15609
3202405,d2_c2_i2,"0,4058555961",15609
3202405,d2_c2_i3,"0,07399577167",15609
3202405,d2_c2_i4,"0,07399577167",15609
3202405,d2_c2,"0,2917227241",15609
3202405,d2,"0,6111634314",15609
3202405,d3_c1_i1,"0,8757127298",15609
3202405,d3_c1_i2,"0,3630597732",15609
3202405,d3_c1,"0,6193862515",15609
3202405,d3_c2_i1,"0,1473508873",15609
3202405,d3_c2_i2,"0,9951950798",15609
3202405,d3_c2,"0,5712729835",15609
3202405,d3_c3_i1,"0,07354731245",15609
3202405,d3_c3_i2,"0,004420526619",15609
3202405,d3_c3,"0,03898391953",15609
3202405,d3,"0,4098810515",15609
3202405,d4_c1_i1,"0,9930168493",15609
3202405,d4_c1_i2,"0,6557755141",15609
3202405,d4_c1_i3,"0,996284195",15609
3202405,d4_c1,"0,8816921861",15609
3202405,d4_c2_i1,"0,8152348004",15609
3202405,d4_c2_i2,"0,7062592094",15609
3202405,d4_c2_i3,"0,4868345185",15609
3202405,d4_c2,"0,6694428428",15609
3202405,d4_c3_i1,"0,8152348004",15609
3202405,d4_c3_i2,"0,7062592094",15609
3202405,d4_c3,"0,7607470049",15609
3202405,d4_c4_i1,"0,6487923634",15609
3202405,d4_c4,"0,6487923634",15609
3202405,d4,"0,7401685993",15609
3202405,d5_c1_i3,"0,9997437376",15609
3202405,d5_c1,"0,9999145792",15609
3202405,d5_c2_i1,"0,9597668012",15609
3202405,d5_c2_i2,"0,991927734",15609
3202405,d5_c2_i3,"0,9881478634",15609
3202405,d5_c2,"0,9799474662",15609
3202405,d5_c3_i1,"0,8841053239",15609
3202405,d5_c3_i2,"0,9609199821",15609
3202405,d5_c3,"0,922512653",15609
3202405,d5,"0,9674582328",15609
3202405,d6_c2_i1,"0,8179255558",15609
3202405,d6_c2,"0,8179255558",15609
3202405,d6_c3_i1,"0,9957076046",15609
3202405,d6_c3,"0,9957076046",15609
3202405,d6_c4_i1,"0,883592799",15609
3202405,d6_c4_i2,"0,9796271382",15609
3202405,d6_c4,"0,9316099686",15609
3202405,d6_c5_i1,"0,9927605868",15609
3202405,d6_c5,"0,851784227",15609
3202405,d6_c6_i1,"0,9474021398",15609
3202405,d6_c6_i2,"0,9794349414",15609
3202405,d6_c6,"0,9634185406",15609
3202405,d6_c7_i1,"0,9376641681",15609
3202405,d6_c7_i2,"0,9538087001",15609
3202405,d6_c7,"0,9457364341",15609
3202405,d6_c8_i1,"0,778973669",15609
3202405,d6_c8_i2,"0,8027420078",15609
3202405,d6_c8,"0,7908578384",15609
3202405,d6,"0,9121300211",15609
3202405,idf,"0,7366057785",15609
3201605,d1_c1_i1,"0,7848846213",6457
3201605,d1_c1_i2,"0,6120489391",6457
3201605,d1_c1_i3,"0,5504104073",6457
3201605,d1_c1,"0,6491146559",6457
3201605,d1_c2_i1,"0,883227505",6457
3201605,d1_c2_i2,"0,8223633266",6457
3201605,d1_c2_i3,"0,9956636209",6457
3201605,d1_c2,"0,9004181508",6457
3201605,d1_c3_i1,"0,4231067059",6457
3201605,d1_c3_i2,"0,5860306644",6457
3201605,d1_c3,"0,5045686851",6457
3201605,d1_c4_i2,"0,9992256466",6457
3201605,d1_c4_i3,"0,9832739662",6457
3201605,d1_c4,"0,9941665376",6457
3201605,d1_c5_i1,"0,9694904755",6457
3201605,d1_c5_i2,"0,996592845",6457
3201605,d1_c5,"0,9830416602",6457
3201605,d1_c6_i1,"0,414743689",6457
3201605,d1_c6_i2,"0,6434876878",6457
3201605,d1_c6,"0,5291156884",6457
3201605,d1_c7_i1,"0,9327861236",6457
3201605,d1_c7,"0,9327861236",6457
3201605,d1,"0,7847445002",6457
3201605,d2_c1_i1,"0,8181818182",6457
3201605,d2_c1_i2,"0,842186774",6457
3201605,d2_c1_i3,"0,9228743999",6457
3201605,d2_c1_i4,"0,9451757782",6457
3201605,d2_c1_i5,"0,9185380208",6457
3201605,d2_c1,"0,8893913582",6457
3201605,d2_c2_i1,"0,6337308348",6457
3201605,d2_c2_i2,"0,4296112746",6457
3201605,d2_c2_i3,"0,04878426514",6457
3201605,d2_c2_i4,"0,04878426514",6457
3201605,d2_c2,"0,2902276599",6457
3201605,d2,"0,5898095091",6457
3201605,d3_c1_i1,"0,901811987",6457
3201605,d3_c1_i2,"0,2460895153",6457
3201605,d3_c1,"0,5739507511",6457
3201605,d3_c2_i1,"0,1796499923",6457
3201605,d3_c2_i2,"0,981415518",6457
3201605,d3_c2,"0,5805327551",6457
3201605,d3_c3_i1,"0,07526715193",6457
3201605,d3_c3_i2,"0,00882762893",6457
3201605,d3_c3,"0,04204739043",6457
3201605,d3,"0,3988436322",6457
3201605,d4_c1_i1,"0,9417686232",6457
3201605,d4_c1_i2,"0,5813845439",6457
3201605,d4_c1_i3,"0,822673068",6457
3201605,d4_c1,"0,7819420784",6457
3201605,d4_c2_i1,"0,7227814775",6457
3201605,d4_c2_i2,"0,5243921326",6457
3201605,d4_c2_i3,"0,421093387",6457
3201605,d4_c2,"0,556088999",6457
3201605,d4_c3_i1,"0,7227814775",6457
3201605,d4_c3_i2,"0,5243921326",6457
3201605,d4_c3,"0,623586805",6457
3201605,d4_c4_i1,"0,5741056218",6457
3201605,d4_c4,"0,5741056218",6457
3201605,d4,"0,6339308761",6457
3201605,d5_c1_i3,"0,9996902586",6457
3201605,d5_c1,"0,9998967529",6457
3201605,d5_c2_i1,"0,9710391823",6457
3201605,d5_c2_i2,"0,9945795261",6457
3201605,d5_c2_i3,"0,987765216",6457
3201605,d5_c2,"0,9844613081",6457
3201605,d5_c3_i1,"0,9103298746",6457
3201605,d5_c3_i2,"0,9456403903",6457
3201605,d5_c3,"0,9279851324",6457
3201605,d5,"0,9707810645",6457
3201605,d6_c2_i1,"0,8135356977",6457
3201605,d6_c2,"0,8135356977",6457
3201605,d6_c3_i1,"0,987300604",6457
3201605,d6_c3,"0,987300604",6457
3201605,d6_c4_i1,"0,816787982",6457
3201605,d6_c4_i2,"0,9792473285",6457
3201605,d6_c4,"0,8980176553",6457
3201605,d6_c5_i1,"0,9679417686",6457
3201605,d6_c5,"0,7429921016",6457
3201605,d6_c6_i1,"0,8332042744",6457
3201605,d6_c6_i2,"0,864178411",6457
3201605,d6_c6,"0,8486913427",6457
3201605,d6_c7_i1,"0,930153322",6457
3201605,d6_c7_i2,"0,949202416",6457
3201605,d6_c7,"0,939677869",6457
3201605,d6_c8_i1,"0,6230447576",6457
3201605,d6_c8_i2,"0,6420938516",6457
3201605,d6_c8,"0,6325693046",6457
3201605,d6,"0,8578480719",6457
3201605,idf,"0,7059929423",6457
3201209,d1_c1_i1,"0,7658726684",22838
3201209,d1_c1_i2,"0,5854715825",22838
3201209,d1_c1_i3,"0,5327524302",22838
3201209,d1_c1,"0,628032227",22838
3201209,d1_c2_i1,"0,7591733076",22838
3201209,d1_c2_i2,"0,8407040897",22838
3201209,d1_c2_i3,"0,9930379193",22838
3201209,d1_c2,"0,8643051055",22838
3201209,d1_c3_i1,"0,28097907",22838
3201209,d1_c3_i2,"0,5412032577",22838
3201209,d1_c3,"0,4110911638",22838
3201209,d1_c4_i2,"0,9981171731",22838
3201209,d1_c4_i3,"0,9768806375",22838
3201209,d1_c4,"0,9916659369",22838
3201209,d1_c5_i1,"0,9801646379",22838
3201209,d1_c5_i2,"0,9976355197",22838
3201209,d1_c5,"0,9889000788",22838
3201209,d1_c6_i1,"0,5919957965",22838
3201209,d1_c6_i2,"0,9484630878",22838
3201209,d1_c6,"0,7702294422",22838
3201209,d1_c7_i1,"0,9923811192",22838
3201209,d1_c7,"0,9923811192",22838
3201209,d1,"0,8066578676",22838
3201209,d2_c1_i1,"0,881425694",22838
3201209,d2_c1_i2,"0,9324371661",22838
3201209,d2_c1_i3,"0,950170768",22838
3201209,d2_c1_i4,"0,9762238375",22838
3201209,d2_c1_i5,"0,9475435677",22838
3201209,d2_c1,"0,9375602067",22838
3201209,d2_c2_i1,"0,6122690253",22838
3201209,d2_c2_i2,"0,4014362028",22838
3201209,d2_c2_i3,"0,06633680708",22838
3201209,d2_c2_i4,"0,06633680708",22838
3201209,d2_c2,"0,2865947106",22838
3201209,d2,"0,6120774586",22838
3201209,d3_c1_i1,"0,9060338033",22838
3201209,d3_c1_i2,"0,259786321",22838
3201209,d3_c1,"0,5829100622",22838
3201209,d3_c2_i1,"0,165732551",22838
3201209,d3_c2_i2,"0,9833172782",22838
3201209,d3_c2,"0,5745249146",22838
3201209,d3_c3_i1,"0,09168928978",22838
3201209,d3_c3_i2,"0,005385760574",22838
3201209,d3_c3,"0,04853752518",22838
3201209,d3,"0,401990834",22838
3201209,d4_c1_i1,"0,8968386023",22838
3201209,d4_c1_i2,"0,6071897714",22838
3201209,d4_c1_i3,"0,8241089412",22838
3201209,d4_c1,"0,7760457717",22838
3201209,d4_c2_i1,"0,752999387",22838
3201209,d4_c2_i2,"0,5182590419",22838
3201209,d4_c2_i3,"0,4272703389",22838
3201209,d4_c2,"0,5661762559",22838
3201209,d4_c3_i1,"0,752999387",22838
3201209,d4_c3_i2,"0,5182590419",22838
3201209,d4_c3,"0,6356292145",22838
3201209,d4_c4_i1,"0,5931342499",22838
3201209,d4_c4,"0,5931342499",22838
3201209,d4,"0,642746373",22838
3201209,d5_c1_i3,"0,99960592",22838
3201209,d5_c1,"0,99986864",22838
3201209,d5_c2_i1,"0,9766179175",22838
3201209,d5_c2_i2,"0,9961029863",22838
3201209,d5_c2_i3,"0,9892722655",22838
3201209,d5_c2,"0,9873310564",22838
3201209,d5_c3_i1,"0,9108065505",22838
3201209,d5_c3_i2,"0,9596724757",22838
3201209,d5_c3,"0,9352395131",22838
3201209,d5,"0,9741464032",22838
3201209,d6_c2_i1,"0,8271302216",22838
3201209,d6_c2,"0,8271302216",22838
3201209,d6_c3_i1,"0,9990366932",22838
3201209,d6_c3,"0,9990366932",22838
3201209,d6_c4_i1,"0,9272265522",22838
3201209,d6_c4_i2,"0,9903231456",22838
3201209,d6_c4,"0,9587748489",22838
3201209,d6_c5_i1,"0,9934319993",22838
3201209,d6_c5,"0,9628032227",22838
3201209,d6_c6_i1,"0,909799457",22838
3201209,d6_c6_i2,"0,9770995709",22838
3201209,d6_c6,"0,943449514",22838
3201209,d6_c7_i1,"0,9842367983",22838
3201209,d6_c7_i2,"0,9874332253",22838
3201209,d6_c7,"0,9858350118",22838
3201209,d6_c8_i1,"0,7693318154",22838
3201209,d6_c8_i2,"0,8505998774",22838
3201209,d6_c8,"0,8099658464",22838
3201209,d6,"0,9358744198",22838
3201209,idf,"0,7289155594",22838
3200607,d1_c1_i1,"0,750304071",13977
3200607,d1_c1_i2,"0,5479001216",13977
3200607,d1_c1_i3,"0,4915933319",13977
3200607,d1_c1,"0,5965991748",13977
3200607,d1_c2_i1,"0,8061100379",13977
3200607,d1_c2_i2,"0,8492523431",13977
3200607,d1_c2_i3,"0,9906274594",13977
3200607,d1_c2,"0,8819966135",13977
3200607,d1_c3_i1,"0,3613078629",13977
3200607,d1_c3_i2,"0,5415325177",13977
3200607,d1_c3,"0,4514201903",13977
3200607,d1_c4_i2,"0,9987837161",13977
3200607,d1_c4_i3,"0,9777491593",13977
3200607,d1_c4,"0,9921776251",13977
3200607,d1_c5_i1,"0,9760320527",13977
3200607,d1_c5_i2,"0,99742434",13977
3200607,d1_c5,"0,9867281963",13977
3200607,d1_c6_i1,"0,3711096802",13977
3200607,d1_c6_i2,"0,8525434643",13977
3200607,d1_c6,"0,6118265722",13977
3200607,d1_c7_i1,"0,9604350004",13977
3200607,d1_c7,"0,9604350004",13977
3200607,d1,"0,7830261961",13977
3200607,d2_c1_i1,"0,8926808328",13977
3200607,d2_c1_i2,"0,9142162123",13977
3200607,d2_c1_i3,"0,9549259498",13977
3200607,d2_c1_i4,"0,9647993132",13977
3200607,d2_c1_i5,"0,9519925592",13977
3200607,d2_c1,"0,9357229735",13977
3200607,d2_c2_i1,"0,6621592616",13977
3200607,d2_c2_i2,"0,4681262073",13977
3200607,d2_c2_i3,"0,0592401803",13977
3200607,d2_c2_i4,"0,0592401803",13977
3200607,d2_c2,"0,3121914574",13977
3200607,d2,"0,6239572154",13977
3200607,d3_c1_i1,"0,9117836446",13977
3200607,d3_c1_i2,"0,3157329899",13977
3200607,d3_c1,"0,6137583172",13977
3200607,d3_c2_i1,"0,2340988767",13977
3200607,d3_c2_i2,"0,9853330471",13977
3200607,d3_c2,"0,6097159619",13977
3200607,d3_c3_i1,"0,1485297274",13977
3200607,d3_c3_i2,"0,01881662732",13977
3200607,d3_c3,"0,08367317736",13977
3200607,d3,"0,4357158188",13977
3200607,d4_c1_i1,"0,9606496387",13977
3200607,d4_c1_i2,"0,668169135",13977
3200607,d4_c1_i3,"0,8974028762",13977
3200607,d4_c1,"0,8420738833",13977
3200607,d4_c2_i1,"0,8565500465",13977
3200607,d4_c2_i2,"0,5914001574",13977
3200607,d4_c2_i3,"0,5702940545",13977
3200607,d4_c2,"0,6727480861",13977
3200607,d4_c3_i1,"0,8565500465",13977
3200607,d4_c3_i2,"0,5914001574",13977
3200607,d4_c3,"0,723975102",13977
3200607,d4_c4_i1,"0,6580095872",13977
3200607,d4_c4,"0,6580095872",13977
3200607,d4,"0,7242016646",13977
3200607,d5_c1_i3,"0,9995707233",13977
3200607,d5_c1,"0,9998569078",13977
3200607,d5_c2_i1,"0,9748873149",13977
3200607,d5_c2_i2,"0,9958503255",13977
3200607,d5_c2_i3,"0,9883379838",13977
3200607,d5_c2,"0,9863585414",13977
3200607,d5_c3_i1,"0,9175073335",13977
3200607,d5_c3_i2,"0,978178436",13977
3200607,d5_c3,"0,9478428847",13977
3200607,d5,"0,9780194446",13977
3200607,d6_c2_i1,"0,8501108965",13977
3200607,d6_c2,"0,8501108965",13977
3200607,d6_c3_i1,"0,9854045933",13977
3200607,d6_c3,"0,9854045933",13977
3200607,d6_c4_i1,"0,9026972884",13977
3200607,d6_c4_i2,"0,9909136438",13977
3200607,d6_c4,"0,9468054661",13977
3200607,d6_c5_i1,"0,9901981827",13977
3200607,d6_c5,"0,9119982829",13977
3200607,d6_c6_i1,"0,9062030479",13977
3200607,d6_c6_i2,"0,950561637",13977
3200607,d6_c6,"0,9283823424",13977
3200607,d6_c7_i1,"0,9759605065",13977
3200607,d6_c7_i2,"0,9878371611",13977
3200607,d6_c7,"0,9818988338",13977
3200607,d6_c8_i1,"0,7005079774",13977
3200607,d6_c8_i2,"0,7083065035",13977
3200607,d6_c8,"0,7044072405",13977
3200607,d6,"0,9136259569",13977
3200607,idf,"0,7430910494",13977
3205309,d1_c1_i1,"0,7664164294",34767
3205309,d1_c1_i2,"0,5860154744",34767
3205309,d1_c1_i3,"0,5366007996",34767
3205309,d1_c1,"0,6296775678",34767
3205309,d1_c2_i1,"0,8031178992",34767
3205309,d1_c2_i2,"0,8567319585",34767
3205309,d1_c2_i3,"0,9934995829",34767
3205309,d1_c2,"0,8844498135",34767
3205309,d1_c3_i1,"0,2167860327",34767
3205309,d1_c3_i2,"0,5559294734",34767
3205309,d1_c3,"0,386357753",34767
3205309,d1_c4_i2,"0,9989645353",34767
3205309,d1_c4_i3,"0,9779100872",34767
3205309,d1_c4,"0,9922915408",34767
3205309,d1_c5_i1,"0,9727040009",34767
3205309,d1_c5_i2,"0,997209998",34767
3205309,d1_c5,"0,9849569995",34767
3205309,d1_c6_i1,"0,4851439584",34767
3205309,d1_c6_i2,"0,910288492",34767
3205309,d1_c6,"0,6977162252",34767
3205309,d1_c7_i1,"0,9995973193",34767
3205309,d1_c7,"0,9995973193",34767
3205309,d1,"0,796435317",34767
3205309,d2_c1_i1,"0,9221388098",34767
3205309,d2_c1_i2,"0,9516495527",34767
3205309,d2_c1_i3,"0,9654557483",34767
3205309,d2_c1_i4,"0,9816492651",34767
3205309,d2_c1_i5,"0,9632410044",34767
3205309,d2_c1,"0,9568268761",34767
3205309,d2_c2_i1,"0,7207696954",34767
3205309,d2_c2_i2,"0,4914430351",34767
3205309,d2_c2_i3,"0,1025972905",34767
3205309,d2_c2_i4,"0,1025972905",34767
3205309,d2_c2,"0,3543518279",34767
3205309,d2,"0,655589352",34767
3205309,d3_c1_i1,"0,9116691115",34767
3205309,d3_c1_i2,"0,1531337188",34767
3205309,d3_c1,"0,5324014151",34767
3205309,d3_c2_i1,"0,1765467253",34767
3205309,d3_c2_i2,"0,9998274226",34767
3205309,d3_c2,"0,5881870739",34767
3205309,d3_c3_i1,"0,07357551701",34767
3205309,d3_c3_i2,"0,005695055656",34767
3205309,d3_c3,"0,03963528633",34767
3205309,d3,"0,3867412585",34767
3205309,d4_c1_i1,"0,9229441712",34767
3205309,d4_c1_i2,"0,4143296804",34767
3205309,d4_c1_i3,"0,6038197141",34767
3205309,d4_c1,"0,6470311886",34767
3205309,d4_c2_i1,"0,7879886099",34767
3205309,d4_c2_i2,"0,394281934",34767
3205309,d4_c2_i3,"0,4856329278",34767
3205309,d4_c2,"0,5559678239",34767
3205309,d4_c3_i1,"0,7879886099",34767
3205309,d4_c3_i2,"0,394281934",34767
3205309,d4_c3,"0,591135272",34767
3205309,d4_c4_i1,"0,4106192654",34767
3205309,d4_c4,"0,4106192654",34767
3205309,d4,"0,5511883875",34767
3205309,d5_c1_i1,"0,9997986596",34767
3205309,d5_c1_i2,"0,9997411338",34767
3205309,d5_c1_i3,"0,9987344321",34767
3205309,d5_c1,"0,9994247419",34767
3205309,d5_c2_i1,"0,984180401",34767
3205309,d5_c2_i2,"0,9961170075",34767
3205309,d5_c2_i3,"0,9918600972",34767
3205309,d5_c2,"0,9907191686",34767
3205309,d5_c3_i1,"0,9006816809",34767
3205309,d5_c3_i2,"0,954065637",34767
3205309,d5_c3,"0,9273736589",34767
3205309,d5,"0,9725058564",34767
3205309,d6_c2_i1,"0,8269911123",34767
3205309,d6_c2,"0,8269911123",34767
3205309,d6_c3_i1,"0,9954842235",34767
3205309,d6_c3,"0,9954842235",34767
3205309,d6_c4_i1,"0,9877757644",34767
3205309,d6_c4_i2,"0,9890700952",34767
3205309,d6_c4,"0,9884229298",34767
3205309,d6_c5_i1,"0,9932694797",34767
3205309,d6_c5,"0,9908533955",34767
3205309,d6_c6_i1,"0,9400005753",34767
3205309,d6_c6_i2,"0,9985618546",34767
3205309,d6_c6,"0,9692812149",34767
3205309,d6_c7_i1,"0,9115828228",34767
3205309,d6_c7_i2,"0,987574424",34767
3205309,d6_c7,"0,9495786234",34767
3205309,d6_c8_i1,"0,95745966",34767
3205309,d6_c8_i2,"0,9862800932",34767
3205309,d6_c8,"0,9718698766",34767
3205309,d6,"0,961560172",34767
3205309,idf,"0,7206700572",34767
3205200,d1_c1_i1,"0,7650684783",46073
3205200,d1_c1_i2,"0,5738501943",46073
3205200,d1_c1_i3,"0,5224100883",46073
3205200,d1_c1,"0,6204429203",46073
3205200,d1_c2_i1,"0,7656545048",46073
3205200,d1_c2_i2,"0,8452021792",46073
3205200,d1_c2_i3,"0,9957675862",46073
3205200,d1_c2,"0,8688747567",46073
3205200,d1_c3_i1,"0,2293317127",46073
3205200,d1_c3_i2,"0,5237774836",46073
3205200,d1_c3,"0,3765545981",46073
3205200,d1_c4_i2,"0,9986760142",46073
3205200,d1_c4_i3,"0,9800533935",46073
3205200,d1_c4,"0,9929098026",46073
3205200,d1_c5_i1,"0,975386886",46073
3205200,d1_c5_i2,"0,9972652096",46073
3205200,d1_c5,"0,9863260478",46073
3205200,d1_c6_i1,"0,2611941918",46073
3205200,d1_c6_i2,"0,8230851041",46073
3205200,d1_c6,"0,5421396479",46073
3205200,d1_c7_i1,"0,9999131813",46073
3205200,d1_c7,"0,9999131813",46073
3205200,d1,"0,7695944221",46073
3205200,d2_c1_i1,"0,9077550843",46073
3205200,d2_c1_i2,"0,9451956677",46073
3205200,d2_c1_i3,"0,9597812168",46073
3205200,d2_c1_i4,"0,9791417967",46073
